age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, salary
47, Private, 423222, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
40, Self-emp-not-inc, 89413, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1672, 40, United-States, <=50K
64, Self-emp-not-inc, 31826, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
41, Private, 288568, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
45, State-gov, 264052, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 146659, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 50, United-States, >50K
36, ?, 389850, HS-grad, 9, Married-spouse-absent, ?, Unmarried, Black, Male, 0, 0, 50, United-States, <=50K
34, Private, 149507, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, >50K
35, Private, 82622, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 221447, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
31, Local-gov, 206609, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
20, Private, 180497, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
35, Private, 220585, 12th, 8, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 75993, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 40, United-States, >50K
18, Private, 170544, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, <=50K
55, Private, 115439, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 40, United-States, >50K
21, Private, 209067, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, <=50K
21, Private, 442131, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 40, United-States, <=50K
64, Private, 316627, 5th-6th, 3, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 141272, Bachelors, 13, Never-married, Other-service, Own-child, Black, Female, 0, 0, 30, United-States, <=50K
18, ?, 348588, 12th, 8, Never-married, ?, Own-child, Black, Male, 0, 0, 25, United-States, <=50K
40, Private, 124747, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 7298, 0, 40, United-States, >50K
55, Self-emp-not-inc, 477867, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
52, Private, 155983, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
43, Private, 211128, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
38, Private, 38312, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 65, United-States, >50K
41, Local-gov, 36924, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
59, Private, 189664, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 344200, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
54, Self-emp-not-inc, 52634, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 194901, Assoc-voc, 11, Separated, Craft-repair, Not-in-family, White, Male, 0, 2444, 42, United-States, >50K
35, Private, 310290, HS-grad, 9, Married-civ-spouse, Transport-moving, Wife, Black, Female, 0, 0, 40, United-States, <=50K
27, Private, 134048, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
40, Private, 91959, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 46, United-States, >50K
34, Private, 153942, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Self-emp-inc, 186845, Bachelors, 13, Married-civ-spouse, Sales, Own-child, White, Male, 5178, 0, 50, United-States, >50K
54, Private, 186117, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
47, Self-emp-not-inc, 479611, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
67, ?, 125926, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 8, United-States, <=50K
61, Private, 180632, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 100662, 9th, 5, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Columbia, <=50K
50, Private, 306790, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
27, Private, 419146, 5th-6th, 3, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 75, Mexico, <=50K
36, Self-emp-inc, 184456, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 27828, 0, 55, United-States, >50K
25, ?, 100903, Bachelors, 13, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 25, United-States, <=50K
34, Private, 159322, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
51, Local-gov, 96190, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 222248, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
20, Private, 37932, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 50, United-States, <=50K
34, Private, 185063, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, >50K
51, Private, 159755, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, United-States, <=50K
34, Private, 108837, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Private, 261278, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female, 5178, 0, 40, Philippines, >50K
31, Private, 111883, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 184665, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
28, Private, 83879, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
27, Private, 178564, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States, <=50K
27, Private, 269444, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 47353, 10th, 6, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K
50, Self-emp-not-inc, 27539, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 7688, 0, 40, United-States, >50K
20, ?, 232022, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
52, Federal-gov, 168539, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
34, Private, 161018, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K
59, Self-emp-not-inc, 98418, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 20, United-States, <=50K
61, ?, 60641, Bachelors, 13, Never-married, ?, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
51, Private, 123429, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
46, Private, 353512, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Self-emp-not-inc, 369648, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
59, ?, 145574, Assoc-acdm, 12, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 35, United-States, >50K
53, Private, 317313, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K
36, Private, 254202, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
39, Private, 108140, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
75, Self-emp-inc, 81534, HS-grad, 9, Widowed, Sales, Other-relative, Asian-Pac-Islander, Male, 0, 0, 35, United-States, >50K
36, Private, 35945, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
56, Self-emp-inc, 208809, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 40, United-States, >50K
58, Private, 570562, HS-grad, 9, Widowed, Sales, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
63, Self-emp-not-inc, 168048, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, <=50K
23, Private, 117363, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 248011, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 5178, 0, 40, United-States, >50K
44, Private, 419134, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
33, Self-emp-not-inc, 173495, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
18, Private, 423024, 12th, 8, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, <=50K
32, Local-gov, 19302, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 56, England, >50K
44, Self-emp-inc, 118212, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 70, United-States, >50K
27, Private, 259840, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, <=50K
39, Private, 115289, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, France, >50K
34, Private, 379798, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
41, State-gov, 36999, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 75, United-States, >50K
59, Private, 170104, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, >50K
35, Private, 140915, Bachelors, 13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 0, 1590, 40, South, <=50K
52, Private, 230657, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, 3781, 0, 40, Columbia, <=50K
43, Private, 112763, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 8614, 0, 43, United-States, >50K
41, Private, 106679, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 27828, 0, 50, United-States, >50K
48, ?, 61985, 9th, 5, Separated, ?, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 20, United-States, <=50K
51, Self-emp-inc, 98642, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 14084, 0, 40, United-States, >50K
44, Local-gov, 144778, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
30, ?, 103651, 11th, 7, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 35, United-States, <=50K
61, Private, 80896, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 45, India, >50K
22, Private, 107801, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 203357, Some-college, 10, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
52, Local-gov, 153064, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
24, Private, 202959, Assoc-voc, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 105150, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
19, Private, 238474, 11th, 7, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 161087, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 0, 0, 40, United-States, <=50K
54, Private, 182187, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, Black, Male, 15024, 0, 38, Jamaica, >50K
49, Private, 200198, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, <=50K
56, Federal-gov, 67153, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Portugal, >50K
24, Private, 145111, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
38, State-gov, 108293, Masters, 14, Never-married, Prof-specialty, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
61, ?, 167284, 7th-8th, 4, Widowed, ?, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
52, Private, 317032, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
55, State-gov, 294395, Assoc-voc, 11, Widowed, Prof-specialty, Unmarried, White, Female, 6849, 0, 40, United-States, <=50K
49, Private, 97411, 7th-8th, 4, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 45, Laos, <=50K
57, Private, 47857, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
27, Private, 372500, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 45, Mexico, <=50K
41, Private, 37997, 12th, 8, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 84, United-States, >50K
22, ?, 139324, 9th, 5, Never-married, ?, Unmarried, Black, Female, 0, 0, 36, United-States, <=50K
47, Private, 164423, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 43, United-States, <=50K
50, Private, 104501, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 1980, 40, United-States, <=50K
38, Private, 296212, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
31, Private, 157640, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
44, Private, 222504, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 45, United-States, >50K
34, Private, 261023, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1651, 38, United-States, <=50K
52, Private, 146567, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Male, 14344, 0, 40, United-States, >50K
40, Private, 252392, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, <=50K
55, Private, 143266, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, Hungary, >50K
30, Private, 285902, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, Self-emp-not-inc, 328216, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
44, Private, 165815, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
30, Private, 193298, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
66, ?, 182378, 7th-8th, 4, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 30, United-States, <=50K
37, Private, 421633, Masters, 14, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 40, United-States, >50K
57, Private, 103540, 5th-6th, 3, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 50, United-States, <=50K
54, Self-emp-not-inc, 136224, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
31, Private, 187560, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K
20, Private, 41356, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 59335, Bachelors, 13, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 0, 0, 15, United-States, <=50K
32, Private, 114746, HS-grad, 9, Separated, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female, 0, 0, 60, South, <=50K
56, Private, 37394, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 115426, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
33, Self-emp-not-inc, 108438, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
32, Private, 158002, Some-college, 10, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 55, Ecuador, <=50K
20, Private, 42279, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
53, Federal-gov, 167380, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1740, 50, United-States, <=50K
42, Private, 274913, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 45, United-States, <=50K
